,age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
1586,42, Private, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,8614,0,40, United-States, >50K
1587,67, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2392,75, United-States, >50K
1588,26, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
1589,51, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1590,37, State-gov, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
1591,25, Private, HS-grad,9, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
1592,51, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1593,24, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1594,61, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1595,33, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
1596,49, ?, 10th,6, Separated, ?, Own-child, White, Male,2176,0,40, United-States, <=50K
1597,23, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
1598,20, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
1599,26, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
1600,41, Self-emp-not-inc, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
1601,17, Private, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,21, United-States, <=50K
1602,17, Self-emp-not-inc, 11th,7, Never-married, Farming-fishing, Own-child, White, Male,0,0,10, United-States, <=50K
1603,64, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,5, United-States, >50K
1604,59, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
1605,30, Private, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
1606,68, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
1607,54, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, Mexico, <=50K
1608,34, Private, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
1609,41, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,46, United-States, >50K
1610,37, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, United-States, >50K
1611,40, Private, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
1612,37, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1613,35, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
1614,54, Private, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
1615,28, Private, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
1616,49, Self-emp-inc, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
1617,43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
1618,19, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,8, United-States, <=50K
1619,39, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1620,33, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
1621,48, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
1622,49, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, United-States, >50K
1623,49, Self-emp-inc, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,2377,40, United-States, >50K
1624,47, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
1625,28, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1626,31, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,14344,0,50, United-States, >50K
1627,19, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,25, United-States, <=50K
1628,37, Private, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
1629,32, Federal-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1630,38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
1631,49, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
1632,24, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
1633,65, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
1634,38, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,50, United-States, >50K
1635,50, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
1636,41, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
1637,52, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
1638,45, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5013,0,40, United-States, <=50K
1639,38, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
1640,19, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti, <=50K
1641,25, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
1642,33, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
1643,51, Private, HS-grad,9, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
1644,39, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
1645,39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1646,62, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
1647,26, Private, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
1648,52, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1649,42, Private, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, ?, >50K
1650,26, Private, 5th-6th,3, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Mexico, <=50K
1651,31, ?, 11th,7, Separated, ?, Not-in-family, Black, Male,0,0,40, United-States, <=50K
1652,59, Local-gov, HS-grad,9, Widowed, Farming-fishing, Unmarried, White, Male,0,2339,40, United-States, <=50K
1653,34, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
1654,35, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
1655,41, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
1656,31, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, >50K
1657,47, Private, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,38, United-States, >50K
1658,33, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,41, United-States, <=50K
1659,25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
1660,44, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
1661,38, Self-emp-not-inc, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,2824,45, United-States, >50K
1662,25, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,35, United-States, <=50K
1663,23, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1664,22, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
1665,39, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
1666,23, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
1667,53, Private, HS-grad,9, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
1668,30, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Ireland, >50K
1669,56, ?, Masters,14, Never-married, ?, Not-in-family, White, Female,0,0,50, United-States, >50K
1670,27, Local-gov, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
1671,57, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
1672,31, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1673,21, ?, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
1674,32, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
1675,49, Private, 9th,5, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
1676,50, State-gov, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, >50K
1677,30, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,1573,35, ?, <=50K
1678,39, Self-emp-inc, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1651,40, Mexico, <=50K
1679,36, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
1680,53, Private, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
1681,24, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1682,50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
1683,28, Self-emp-inc, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
1684,37, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
1685,36, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
1686,31, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
1687,57, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Sales, Wife, White, Female,15024,0,35, United-States, >50K
1688,43, Federal-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1689,36, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
1690,35, Private, Bachelors,13, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
1691,50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States, >50K
1692,30, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
1693,28, Private, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,55, United-States, <=50K
1694,36, Self-emp-not-inc, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
1695,90, Local-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,60, United-States, >50K
1696,61, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,6, United-States, <=50K
1697,32, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
1698,55, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
1699,53, ?, Bachelors,13, Divorced, ?, Not-in-family, White, Female,0,0,50, United-States, <=50K
1700,33, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
1701,45, Private, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,8614,0,48, United-States, >50K
1702,38, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
1703,45, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,55, United-States, >50K
1704,54, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
1705,60, ?, 10th,6, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
1706,28, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
1707,34, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
1708,20, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
1709,29, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1710,65, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,9386,0,40, United-States, >50K
1711,53, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,55, United-States, >50K
1712,22, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,30, United-States, <=50K
1713,31, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,47, United-States, <=50K
1714,43, Private, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1715,29, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1716,25, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,30, United-States, >50K
1717,33, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
1718,57, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1719,26, Private, 11th,7, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
1720,31, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
1721,58, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
1722,53, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
1723,38, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1724,31, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
1725,40, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
1726,31, Federal-gov, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, >50K
1727,26, Private, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,38, United-States, <=50K
1728,40, Private, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,44, United-States, >50K
1729,54, Self-emp-inc, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
1730,62, Private, Some-college,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
1731,17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States, <=50K
1732,46, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1733,28, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,8614,0,40, United-States, >50K
1734,32, Private, Assoc-voc,11, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
1735,50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States, >50K
1736,72, Private, 9th,5, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,48, United-States, >50K
1737,31, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Trinadad&Tobago, <=50K
1738,47, State-gov, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
1739,52, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,40, Japan, >50K
1740,26, Private, Bachelors,13, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, ?, <=50K
1741,51, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2415,40, China, >50K
1742,48, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
1743,18, Local-gov, 11th,7, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
1744,32, Private, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
1745,58, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
1746,48, Private, Some-college,10, Divorced, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
1747,70, ?, 9th,5, Widowed, ?, Unmarried, White, Female,1111,0,15, United-States, <=50K
1748,42, Federal-gov, HS-grad,9, Separated, Other-service, Other-relative, Black, Female,0,0,40, United-States, <=50K
1749,47, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
1750,51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1751,41, Private, Some-college,10, Never-married, Craft-repair, Unmarried, White, Male,0,3004,60, ?, >50K
1752,27, Federal-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,48, United-States, <=50K
1753,50, Private, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
1754,20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
1755,45, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,56, United-States, >50K
1756,38, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
1757,60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, >50K
1758,35, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,40, United-States, <=50K
1759,44, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
1760,33, Self-emp-not-inc, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
1761,45, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
1762,26, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
1763,55, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,27828,0,55, United-States, >50K
1764,51, Private, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,50, United-States, >50K
1765,22, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
1766,29, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
1767,39, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
1768,34, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
1769,33, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
1770,44, Private, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
1771,20, ?, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,16, United-States, <=50K
1772,76, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, Canada, >50K
1773,52, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
1774,30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
1775,30, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
1776,53, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
1777,52, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
1778,42, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
1779,34, Self-emp-not-inc, Prof-school,15, Separated, Prof-specialty, Unmarried, White, Male,0,0,48, United-States, >50K
1780,48, Self-emp-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
1781,30, Private, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
1782,39, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1783,42, State-gov, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,8614,0,60, United-States, >50K
1784,31, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
1785,37, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,12, United-States, <=50K
1786,45, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
1787,27, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
1788,43, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
1789,29, Local-gov, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,48, United-States, <=50K
1790,45, Private, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
1791,49, Private, 9th,5, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,16, Jamaica, <=50K
1792,32, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,37, United-States, <=50K
1793,34, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1794,43, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1795,47, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
1796,50, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,38, United-States, >50K
1797,41, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,40, United-States, >50K
1798,48, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
1799,31, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
1800,34, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
1801,47, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,55, Taiwan, >50K
1802,54, Local-gov, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1803,39, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,3103,0,44, United-States, >50K
1804,26, Private, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
1805,47, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2415,50, United-States, >50K
1806,47, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,35, United-States, >50K
1807,41, Local-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,45, United-States, >50K
1808,30, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, >50K
1809,44, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
1810,42, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
1811,29, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
1812,42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
1813,33, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, >50K
1814,46, Private, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1815,23, Local-gov, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male,0,0,56, United-States, <=50K
1816,33, Federal-gov, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
1817,42, State-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
1818,53, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
1819,27, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1820,38, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
1821,44, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, United-States, <=50K
1822,30, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,36, United-States, >50K
1823,19, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
1824,24, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
1825,41, Private, Prof-school,15, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, ?, >50K
1826,31, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female,0,0,30, United-States, <=50K
1827,31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
1828,27, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
1829,20, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
